INSTANCESITUATION,FIRSTOCCURRENCE_UTC,Interval
Percent disk active,1465713958,900
Disk service queue full,1465714858,60
Disk service queue full,1465714918,60
Disk service queue full,1465714978,657
Percent CPU Utilization,1465715635,123
Disk service queue full,1465715758,445
Service status,1465716203,395
Percent disk active,1465716598,540
Percent space used,1465717138,297
Percent CPU Utilization,1465717435,1023
Disk service queue full,1465718458,0
Disk service queue full,1465718458,1740
Disk service queue full,1465720198,538
Percent CPU Utilization,1465720736,299
Percent CPU Utilization,1465721035,603
Percent space used,1465721638,540
Disk service queue full,1465722178,3600
Used Memory Pct,1465725778,780
Disk service queue full,1465726558,1260
Used Memory Pct,1465727818,1018
Percent CPU Utilization,1465728836,482
Disk service queue full,1465729318,60
Percent cpu idle,1465729378,0
Disk service queue full,1465729378,0
Used Memory Pct,1465729378,0
Percent cpu idle,1465729378,180
Disk service queue full,1465729558,477
Percent CPU Utilization,1465730035,123
Percent disk active,1465730158,178
Percent CPU Utilization,1465730336,2342
Used Memory Pct,1465732678,240
Disk service queue full,1465732918,60
Percent cpu idle,1465732978,0
Disk service queue full,1465732978,0
Disk service queue full,1465732978,60
Disk service queue full,1465733038,718
15 Minute Average PageIn/PageOut,1465733756,1442
Used Memory Pct,1465735198,1620
Disk service queue full,1465736818,0
Disk service queue full,1465736818,60
Used Memory Pct,1465736878,0
Disk service queue full,1465736878,480
Disk service queue full,1465737358,1678
Percent CPU Utilization,1465739036,1022
Disk service queue full,1465740058,0
Disk service queue full,1465740058,0
Disk service queue full,1465740058,0
Disk service queue full,1465740058,60
Percent cpu idle,1465740118,0
Percent cpu idle,1465740118,0
Disk service queue full,1465740118,0
Disk service queue full,1465740118,840
Disk service queue full,1465740958,0
Disk service queue full,1465740958,300
Used Memory Pct,1465741258,2460
Used Memory Pct,1465743718,0
Disk service queue full,1465743718,0
Disk service queue full,1465743718,60
Disk service queue full,1465743778,58
Percent CPU Utilization,1465743836,1800
Percent CPU Utilization,1465745636,1200
Percent CPU Utilization,1465746836,482
Disk service queue full,1465747318,118
Percent CPU Utilization,1465747436,62
Disk service queue full,1465747498,838
15 Minute Average PageIn/PageOut,1465748336,267
Service status,1465748603,455
Disk service queue full,1465749058,1378
Percent CPU Utilization,1465750436,662
Used Memory Pct,1465751098,1560
Disk service queue full,1465752658,1078
Percent CPU Utilization,1465753736,2522
Disk service queue full,1465756258,1560
Disk service queue full,1465757818,420
Disk service queue full,1465758238,598
Percent CPU Utilization,1465758836,2222
Used Memory Pct,1465761058,2400
Disk service queue full,1465763458,420
Percent space used,1465763878,2400
Percent space used,1465766278,624
Percent CPU Utilization,1465766902,34
Percent CPU Utilization,1465766936,302
Percent space used,1465767238,0
Disk service queue full,1465767238,598
Percent CPU Utilization,1465767836,266
Percent CPU Utilization,1465768102,2196
Disk service queue full,1465770298,718
15 Minute Average PageIn/PageOut,1465771016,542
Disk service queue full,1465771558,2100
Disk service queue full,1465773658,60
Disk service queue full,1465773718,598
15 Minute Average PageIn/PageOut,1465774316,3
Percent disk active,1465774319,3117
Percent CPU Utilization,1465777436,1982
Disk service queue full,1465779418,268
Percent space used,1465779686,150
Percent CPU Utilization,1465779836,2
Disk service queue full,1465779838,5398
Percent CPU Utilization,1465785236,722
Disk service queue full,1465785958,900
Disk service queue full,1465786858,61
Disk service queue full,1465786919,0
Disk service queue full,1465786919,0
Disk service queue full,1465786919,419
Disk service queue full,1465787338,360
Disk service queue full,1465787698,58
15 Minute Average PageIn/PageOut,1465787756,1382
Disk service queue full,1465789138,1020
Disk service queue full,1465790158,1381
Used Memory Pct,1465791539,297
Percent CPU Utilization,1465791836,2222
Disk service queue full,1465794058,60
Disk service queue full,1465794118,1925
Percent CPU Utilization,1465796043,0
Percent space used,1465796043,259
Percent CPU Utilization,1465796302,34
Percent CPU Utilization,1465796336,422
Disk service queue full,1465796758,478
Percent CPU Utilization,1465797236,4082
Disk service queue full,1465801318,60
Disk service queue full,1465801378,0
Disk service queue full,1465801378,780
Disk service queue full,1465802158,960
Percent disk active,1465803118,1620
Percent disk active,1465804738,241
Used Memory Pct,1465804979,57
Percent CPU Utilization,1465805036,720
15 Minute Average PageIn/PageOut,1465805756,1022
Disk service queue full,1465806778,658
Percent CPU Utilization,1465807436,1142
Disk service queue full,1465808578,5758
Percent CPU Utilization,1465814336,1382
Disk service queue full,1465815718,61
Percent cpu idle,1465815779,59
Disk service queue full,1465815838,1
Percent cpu idle,1465815839,3240
Used Memory Pct,1465819079,179
Disk service queue full,1465819258,60
Disk service queue full,1465819318,0
Disk service queue full,1465819318,61
Percent cpu idle,1465819379,357
Percent CPU Utilization,1465819736,480
15 Minute Average PageIn/PageOut,1465820216,3002
Disk service queue full,1465823218,60
Disk service queue full,1465823278,324
Percent CPU Utilization,1465823602,156
Disk service queue full,1465823758,781
Percent space used,1465824539,297
Percent CPU Utilization,1465824836,1442
Percent disk active,1465826278,180
Disk service queue full,1465826458,0
Disk service queue full,1465826458,0
Disk service queue full,1465826458,60
Disk service queue full,1465826518,0
Disk service queue full,1465826518,0
Disk service queue full,1465826518,1
Percent cpu idle,1465826519,0
Percent cpu idle,1465826519,717
Percent CPU Utilization,1465827236,962
Percent disk active,1465828198,538
Percent CPU Utilization,1465828736,1382
Disk service queue full,1465830118,1
Used Memory Pct,1465830119,59
Disk service queue full,1465830178,3540
Disk service queue full,1465833718,180
Disk service queue full,1465833898,838
15 Minute Average PageIn/PageOut,1465834736,30
URL Issue,1465834766,0
URL Issue,1465834766,0
URL Issue,1465834766,0
URL Issue,1465834766,1172
Percent disk active,1465835938,3120
Disk service queue full,1465839058,778
Percent CPU Utilization,1465839836,1800
Percent CPU Utilization,1465841636,2223
Percent space used,1465843859,359
Disk service queue full,1465844218,420
Disk service queue full,1465844638,1620
Disk service queue full,1465846258,1078
Percent CPU Utilization,1465847336,903
Percent space used,1465848239,863
Percent CPU Utilization,1465849102,334
Percent CPU Utilization,1465849436,4022
Disk service queue full,1465853458,180
Disk service queue full,1465853638,265
Service status,1465853903,2255
Disk service queue full,1465856158,540
Disk service queue full,1465856698,238
Percent CPU Utilization,1465856936,480
15 Minute Average PageIn/PageOut,1465857416,120
Percent CPU Utilization,1465857536,422
Disk service queue full,1465857958,2100
Disk service queue full,1465860058,60
Disk service queue full,1465860118,598
15 Minute Average PageIn/PageOut,1465860716,2820
Percent CPU Utilization,1465863536,782
Percent disk active,1465864318,1011
ccc_erp_xul2_std,1465865329,1
ccc_erp_xul2_std,1465865330,3
ccc_erp_xul2_std,1465865333,0
ccc_erp_xul2_std,1465865333,8
ccc_erp_xul2_std,1465865341,237
Disk service queue full,1465865578,30
,1465865608,4
,1465865612,1
,1465865613,0
,1465865613,1
,1465865614,0
,1465865614,0
,1465865614,0
,1465865614,0
,1465865614,1
,1465865615,0
,1465865615,0
,1465865615,0
,1465865615,0
,1465865615,0
,1465865615,1
,1465865616,0
,1465865616,21
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,1
Disk service queue full,1465865638,120
Disk service queue full,1465865758,60
Disk service queue full,1465865818,95
,1465865913,0
,1465865913,1
,1465865914,0
,1465865914,1
,1465865915,1
,1465865916,0
,1465865916,0
,1465865916,0
,1465865916,1
,1465865917,0
,1465865917,20
ccc_prcmis_xuxc_std,1465865937,277
,1465866214,24
Disk service queue full,1465866238,865
Service status,1465867103,311
,1465867414,22
Percent CPU Utilization,1465867436,183
Percent space used,1465867619,84
Service status,1465867703,216
Percent cpu idle,1465867919,0
Percent cpu idle,1465867919,180
Used Memory Pct,1465868099,3359
Disk service queue full,1465871458,1800
Disk service queue full,1465873258,540
Disk service queue full,1465873798,60
Disk service queue full,1465873858,180
Disk service queue full,1465874038,120
Disk service queue full,1465874158,60
Disk service queue full,1465874218,478
15 Minute Average PageIn/PageOut,1465874696,1262
Disk service queue full,1465875958,178
Percent CPU Utilization,1465876136,2733
URL Issue,1465878869,930
Disk service queue full,1465879799,780
Disk service queue full,1465880579,1858
Service status,1465882437,266
Service status,1465882703,1356
Disk service queue full,1465884059,3960
Disk service queue full,1465888019,117
Percent CPU Utilization,1465888136,423
Disk service queue full,1465888559,2700
Disk service queue full,1465891259,1740
Disk service queue full,1465892999,1137
Percent CPU Utilization,1465894136,4200
Percent CPU Utilization,1465898336,3783
Disk service queue full,1465902119,60
Percent cpu idle,1465902179,0
Disk service queue full,1465902179,0
Percent cpu idle,1465902179,0
Disk service queue full,1465902179,60
Disk service queue full,1465902239,720
Percent space used,1465902959,510
URL Issue,1465903469,2010
Used Memory Pct,1465905479,240
Disk service queue full,1465905719,0
Disk service queue full,1465905719,0
Disk service queue full,1465905719,60
Percent cpu idle,1465905779,300
Percent space used,1465906079,300
Disk service queue full,1465906379,57
Percent CPU Utilization,1465906436,600
Percent CPU Utilization,1465907036,122
15 Minute Average PageIn/PageOut,1465907158,1678
Percent CPU Utilization,1465908836,0
Percent CPU Utilization,1465908836,783
Disk service queue full,1465909619,60
Disk service queue full,1465909679,480
Disk service queue full,1465910159,2700
Disk service queue full,1465912859,0
Disk service queue full,1465912859,0
Disk service queue full,1465912859,0
Disk service queue full,1465912859,60
Percent cpu idle,1465912919,0
Disk service queue full,1465912919,0
Disk service queue full,1465912919,0
Percent cpu idle,1465912919,117
Percent CPU Utilization,1465913036,723
Disk service queue full,1465913759,2577
Percent CPU Utilization,1465916336,183
Disk service queue full,1465916519,0
Used Memory Pct,1465916519,0
Disk service queue full,1465916519,1617
Percent CPU Utilization,1465918136,1563
Used Memory Pct,1465919699,420
Disk service queue full,1465920119,840
Disk service queue full,1465920959,2820
Disk service queue full,1465923779,1286
URL Issue,1465925065,0
URL Issue,1465925065,94
Percent space used,1465925159,1706
URL Issue,1465926865,0
URL Issue,1465926865,900
URL Issue,1465927765,571
Percent CPU Utilization,1465928336,723
Disk service queue full,1465929059,1560
Disk service queue full,1465930619,420
Disk service queue full,1465931039,2397
Percent CPU Utilization,1465933436,1800
Percent CPU Utilization,1465935236,1023
Disk service queue full,1465936259,3777
Percent CPU Utilization,1465940036,3
Disk service queue full,1465940039,1797
Percent CPU Utilization,1465941836,183
Percent disk active,1465942019,149
URL Issue,1465942168,931
Disk service queue full,1465943099,360
Disk service queue full,1465943459,358
15 Minute Average PageIn/PageOut,1465943817,2642
Disk service queue full,1465946459,0
Disk service queue full,1465946459,658
15 Minute Average PageIn/PageOut,1465947117,419
Percent CPU Utilization,1465947536,1167
Service status,1465948703,216
Disk service queue full,1465948919,1917
Percent CPU Utilization,1465950836,303
Pkts Recv Errors per Sec,1465951139,1080
Disk service queue full,1465952219,420
Disk service queue full,1465952639,720
Disk service queue full,1465953359,143
Percent CPU Utilization,1465953502,1501
Service status,1465955003,1233
Percent CPU Utilization,1465956236,2523
Disk service queue full,1465958759,177
Percent CPU Utilization,1465958936,723
Disk service queue full,1465959659,0
Disk service queue full,1465959659,0
Disk service queue full,1465959659,60
Disk service queue full,1465959719,0
Disk service queue full,1465959719,838
15 Minute Average PageIn/PageOut,1465960557,1262
Percent space used,1465961819,83
Percent CPU Utilization,1465961902,334
Percent CPU Utilization,1465962236,1023
Disk service queue full,1465963259,143
Percent CPU Utilization,1465963402,1834
Percent CPU Utilization,1465965236,423
Disk service queue full,1465965659,300
Disk service queue full,1465965959,900
Disk service queue full,1465966859,4020
Disk service queue full,1465970879,661
Percent CPU Utilization,1465971540,2819
Disk service queue full,1465974359,4377
Percent CPU Utilization,1465978736,1501
Percent CPU Utilization,1465980237,4682
Disk service queue full,1465984919,718
Percent CPU Utilization,1465985637,2702
Disk service queue full,1465988339,180
Disk service queue full,1465988519,60
Percent cpu idle,1465988579,0
Percent cpu idle,1465988579,0
Disk service queue full,1465988579,1257
Percent CPU Utilization,1465989836,1983
Percent space used,1465991819,60
Used Memory Pct,1465991879,180
Disk service queue full,1465992059,60
Disk service queue full,1465992119,60
Percent cpu idle,1465992179,0
Disk service queue full,1465992179,778
15 Minute Average PageIn/PageOut,1465992957,3062
Disk service queue full,1465996019,60
Disk service queue full,1465996079,2458
Percent CPU Utilization,1465998537,722
Disk service queue full,1465999259,0
Disk service queue full,1465999259,0
Disk service queue full,1465999259,0
Disk service queue full,1465999259,0
Disk service queue full,1465999259,60
Percent cpu idle,1465999319,0
Disk service queue full,1465999319,0
Percent cpu idle,1465999319,3600
Disk service queue full,1466002919,0
Disk service queue full,1466002919,0
Used Memory Pct,1466002919,118
Percent CPU Utilization,1466003037,2100
Percent CPU Utilization,1466005137,602
Percent space used,1466005739,720
Disk service queue full,1466006459,3720
Disk service queue full,1466010179,1558
Percent CPU Utilization,1466011737,4800
Percent CPU Utilization,1466016537,482
Disk service queue full,1466017019,420
Disk service queue full,1466017439,3000
Percent space used,1466020439,420
Percent space used,1466020859,778
Percent CPU Utilization,1466021637,1800
Percent CPU Utilization,1466023437,2100
Percent CPU Utilization,1466025537,842
Disk service queue full,1466026379,958
Percent CPU Utilization,1466027337,2100
Percent CPU Utilization,1466029437,62
Disk service queue full,1466029499,718
15 Minute Average PageIn/PageOut,1466030217,2642
Disk service queue full,1466032859,0
Disk service queue full,1466032859,443
Percent CPU Utilization,1466033302,215
15 Minute Average PageIn/PageOut,1466033517,1020
Percent CPU Utilization,1466034537,722
Disk service queue full,1466035259,3360
Disk service queue full,1466038619,420
Disk service queue full,1466039039,1798
Percent CPU Utilization,1466040837,5222
Disk service queue full,1466046059,0
Disk service queue full,1466046059,60
Disk service queue full,1466046119,121
Percent space used,1466046240,297
Percent CPU Utilization,1466046537,64
Disk service queue full,1466046601,0
Disk service queue full,1466046601,416
15 Minute Average PageIn/PageOut,1466047017,3120
Percent CPU Utilization,1466050137,1800
Percent CPU Utilization,1466051937,482
Disk service queue full,1466052419,900
Disk service queue full,1466053319,1561
Percent space used,1466054880,1857
Percent CPU Utilization,1466056737,3300
Percent CPU Utilization,1466060037,542
Disk service queue full,1466060579,1261
Percent space used,1466061840,3540
Percent space used,1466065380,1257
Percent CPU Utilization,1466066637,300
Percent CPU Utilization,1466066937,4382
Disk service queue full,1466071319,118
Percent CPU Utilization,1466071437,2942
Disk service queue full,1466074379,540
Disk service queue full,1466074919,60
Disk service queue full,1466074979,1
Percent cpu idle,1466074980,0
Percent cpu idle,1466074980,3357
Percent CPU Utilization,1466078337,3
Used Memory Pct,1466078340,119
Disk service queue full,1466078459,60
Disk service queue full,1466078519,60
Disk service queue full,1466078579,1
Percent cpu idle,1466078580,717
15 Minute Average PageIn/PageOut,1466079297,60
15 Minute Average PageIn/PageOut,1466079357,3062
Disk service queue full,1466082419,60
Disk service queue full,1466082479,0
Disk service queue full,1466082479,2458
Percent CPU Utilization,1466084937,722
Disk service queue full,1466085659,0
Disk service queue full,1466085659,0
Disk service queue full,1466085659,0
Disk service queue full,1466085659,60
Disk service queue full,1466085719,1
Percent cpu idle,1466085720,0
Percent cpu idle,1466085720,239
Disk service queue full,1466085959,778
Percent CPU Utilization,1466086737,866
Service status,1466087603,1716
Disk service queue full,1466089319,0
Disk service queue full,1466089319,1
Used Memory Pct,1466089320,417
Percent CPU Utilization,1466089737,1800
Percent CPU Utilization,1466091537,1322
Disk service queue full,1466092859,478
Percent CPU Utilization,1466093337,4800
Percent CPU Utilization,1466098137,4862
Percent disk active,1466102999,420
Disk service queue full,1466103419,420
Disk service queue full,1466103839,1198
Percent CPU Utilization,1466105037,4165
Percent CPU Utilization,1466109202,38
Percent space used,1466109240,1462
Percent CPU Utilization,1466110702,635
Percent CPU Utilization,1466111337,1442
Disk service queue full,1466112779,358
Percent CPU Utilization,1466113137,2762
Disk service queue full,1466115899,718
15 Minute Average PageIn/PageOut,1466116617,386
Service status,1466117003,1234
Percent CPU Utilization,1466118237,1022
Disk service queue full,1466119259,0
Disk service queue full,1466119259,658
15 Minute Average PageIn/PageOut,1466119917,2220
Percent CPU Utilization,1466122137,1466
Service status,1466123603,1416
Disk service queue full,1466125019,420
Disk service queue full,1466125439,1498
Percent CPU Utilization,1466126937,3900
Percent CPU Utilization,1466130837,1622
Disk service queue full,1466132459,0
Disk service queue full,1466132459,60
Disk service queue full,1466132519,421
Disk service queue full,1466132940,0
Disk service queue full,1466132940,477
15 Minute Average PageIn/PageOut,1466133417,3120
Percent CPU Utilization,1466136537,2103
Percent space used,1466138640,0
Disk service queue full,1466138640,600
Percent space used,1466139240,420
Disk service queue full,1466139660,1077
Percent CPU Utilization,1466140737,2283
Disk service queue full,1466143020,1017
Percent CPU Utilization,1466144037,2942
Disk service queue full,1466146979,6358
Percent CPU Utilization,1466153337,3265
Percent CPU Utilization,1466156602,1117
Disk service queue full,1466157719,718
Percent CPU Utilization,1466158437,783
Disk service queue full,1466159220,2100
Disk service queue full,1466161320,60
Percent cpu idle,1466161380,0
Percent cpu idle,1466161380,0
Disk service queue full,1466161380,357
Percent CPU Utilization,1466161737,2943
Used Memory Pct,1466164680,0
Disk service queue full,1466164680,180
Disk service queue full,1466164860,60
Disk service queue full,1466164920,60
Percent cpu idle,1466164980,0
Disk service queue full,1466164980,778
15 Minute Average PageIn/PageOut,1466165758,1979
Percent CPU Utilization,1466167737,1083
Disk service queue full,1466168820,0
Disk service queue full,1466168820,60
Disk service queue full,1466168880,0
Disk service queue full,1466168880,22
Percent CPU Utilization,1466168902,338
Percent space used,1466169240,2820
Disk service queue full,1466172060,0
Disk service queue full,1466172060,0
Disk service queue full,1466172060,0
Disk service queue full,1466172060,0
Disk service queue full,1466172060,58
Percent space used,1466172118,2
Percent cpu idle,1466172120,0
Disk service queue full,1466172120,0
Disk service queue full,1466172120,0
Percent cpu idle,1466172120,0
Disk service queue full,1466172120,0
Disk service queue full,1466172120,60
Disk service queue full,1466172180,0
Disk service queue full,1466172180,118
Percent space used,1466172298,660
15 Minute Average PageIn/PageOut,1466172958,0
15 Minute Average PageIn/PageOut,1466172958,0
15 Minute Average PageIn/PageOut,1466172958,0
15 Minute Average PageIn/PageOut,1466172958,0
15 Minute Average PageIn/PageOut,1466172958,0
15 Minute Average PageIn/PageOut,1466172958,0
15 Minute Average PageIn/PageOut,1466172958,0
15 Minute Average PageIn/PageOut,1466172958,60
15 Minute Average PageIn/PageOut,1466173018,0
15 Minute Average PageIn/PageOut,1466173018,0
15 Minute Average PageIn/PageOut,1466173018,0
15 Minute Average PageIn/PageOut,1466173018,0
15 Minute Average PageIn/PageOut,1466173018,0
15 Minute Average PageIn/PageOut,1466173018,0
15 Minute Average PageIn/PageOut,1466173018,0
15 Minute Average PageIn/PageOut,1466173018,60
15 Minute Average PageIn/PageOut,1466173078,959
Percent CPU Utilization,1466174037,1683
Used Memory Pct,1466175720,0
Disk service queue full,1466175720,0
Disk service queue full,1466175720,3540
Disk service queue full,1466179260,7677
Percent CPU Utilization,1466186937,2883
Disk service queue full,1466189820,417
Percent CPU Utilization,1466190237,3
Disk service queue full,1466190240,2997
Percent CPU Utilization,1466193237,5943
Disk service queue full,1466199180,3120
Disk service queue full,1466202300,718
15 Minute Average PageIn/PageOut,1466203018,2642
Disk service queue full,1466205660,0
Disk service queue full,1466205660,477
Percent CPU Utilization,1466206137,181
15 Minute Average PageIn/PageOut,1466206318,1742
Disk service queue full,1466208060,2277
Percent CPU Utilization,1466210337,1083
Disk service queue full,1466211420,420
Disk service queue full,1466211840,7020
Disk service queue full,1466218860,0
Disk service queue full,1466218860,60
Disk service queue full,1466218920,720
Disk service queue full,1466219640,178
15 Minute Average PageIn/PageOut,1466219818,4584
Percent CPU Utilization,1466224402,878
Disk service queue full,1466225280,780
Disk service queue full,1466226060,1055
Percent space used,1466227115,25
Percent space used,1466227140,540
Percent space used,1466227680,5640
Disk service queue full,1466233320,417
Percent CPU Utilization,1466233737,9578
Percent space used,1466243315,2422
Percent CPU Utilization,1466245737,723
Disk service queue full,1466246460,1260
Disk service queue full,1466247720,60
Percent cpu idle,1466247780,0
Disk service queue full,1466247780,0
Percent cpu idle,1466247780,2785
URL Issue,1466250565,455
Percent cpu idle,1466251020,240
Disk service queue full,1466251260,60
Disk service queue full,1466251320,0
Disk service queue full,1466251320,60
Percent cpu idle,1466251380,82
URL Issue,1466251462,0
URL Issue,1466251462,38
Disk service queue full,1466251500,658
15 Minute Average PageIn/PageOut,1466252158,3062
Disk service queue full,1466255220,60
Disk service queue full,1466255280,0
Disk service queue full,1466255280,3180
Disk service queue full,1466258460,0
Disk service queue full,1466258460,0
Disk service queue full,1466258460,0
Disk service queue full,1466258460,60
Disk service queue full,1466258520,0
Percent cpu idle,1466258520,0
Percent cpu idle,1466258520,0
Disk service queue full,1466258520,118
Percent CPU Utilization,1466258638,780
15 Minute Average PageIn/PageOut,1466259418,2702
Disk service queue full,1466262120,0
Disk service queue full,1466262120,0
Used Memory Pct,1466262120,3540
Disk service queue full,1466265660,5843
Service status,1466271503,600
Service status,1466272103,300
Service status,1466272403,1800
Service status,1466274203,300
Service status,1466274503,900
Service status,1466275403,817
Disk service queue full,1466276220,83
Service status,1466276303,337
Disk service queue full,1466276640,8940
Disk service queue full,1466285580,3120
Disk service queue full,1466288700,718
15 Minute Average PageIn/PageOut,1466289418,420
Percent CPU Utilization,1466289838,2222
Disk service queue full,1466292060,0
Disk service queue full,1466292060,658
15 Minute Average PageIn/PageOut,1466292718,5102
Disk service queue full,1466297820,471
HA Limbo State,1466298291,1
HA Limbo State,1466298292,0
ccc_cpuutil_3nt79FC3DF96EB0411A,1466298292,0
Service status,1466298292,0
Percent CPU Utilization,1466298292,0
Percent space used,1466298292,0
Percent CPU Utilization,1466298292,0
ccc_cpuutil_3nt79FC3DF96EB0411A,1466298292,0
Disk service queue full,1466298292,0
Disk service queue full,1466298292,1
Disk service queue full,1466298293,0
Disk service queue full,1466298293,0
Disk service queue full,1466298293,0
15 Minute Average PageIn/PageOut,1466298293,0
Percent CPU Utilization,1466298293,0
Disk service queue full,1466298293,0
Disk service queue full,1466298293,0
Percent CPU Utilization,1466298293,0
Disk service queue full,1466298293,1
Percent CPU Utilization,1466298294,0
Percent CPU Utilization,1466298294,0
Disk service queue full,1466298294,0
Disk service queue full,1466298294,0
Disk service queue full,1466298294,0
Disk service queue full,1466298294,0
Percent cpu idle,1466298294,0
Percent cpu idle,1466298294,0
Percent CPU Utilization,1466298294,1
Percent CPU Utilization,1466298295,0
Disk service queue full,1466298295,0
Disk service queue full,1466298295,0
Disk service queue full,1466298295,0
Percent cpu idle,1466298295,0
Percent CPU Utilization,1466298295,0
15 Minute Average PageIn/PageOut,1466298295,0
Percent CPU Utilization,1466298295,0
Disk service queue full,1466298295,1
Disk service queue full,1466298296,0
Percent CPU Utilization,1466298296,0
Disk service queue full,1466298296,0
Disk service queue full,1466298296,0
Disk service queue full,1466298296,0
Percent cpu idle,1466298296,254
Disk service queue full,1466298550,48
Disk service queue full,1466298598,841
Percent cpu idle,1466299439,0
Disk service queue full,1466299439,1199
Percent CPU Utilization,1466300638,723
Disk service queue full,1466301361,177
Disk service queue full,1466301538,901
Disk service queue full,1466302439,2821
Used Memory Pct,1466305260,60
Disk service queue full,1466305320,0
Disk service queue full,1466305320,240
Disk service queue full,1466305560,60
Disk service queue full,1466305620,598
Percent CPU Utilization,1466306218,4620
Percent space used,1466310838,602
Disk service queue full,1466311440,1020
Disk service queue full,1466312460,4378
15 Minute Average PageIn/PageOut,1466316838,2882
Disk service queue full,1466319720,5818
Disk service queue full,1466325538,300
15 Minute Average PageIn/PageOut,1466325838,4682
Disk service queue full,1466330520,1500
Percent CPU Utilization,1466332020,2100
Disk service queue full,1466334120,0
Disk service queue full,1466334120,61
Service status,1466334181,0
Disk service queue full,1466334181,1257
Percent space used,1466335438,600
Percent space used,1466336038,1622
Percent space used,1466337660,60
Percent CPU Utilization,1466337720,0
Disk service queue full,1466337720,61
Disk service queue full,1466337781,357
Disk service queue full,1466338138,420
Disk service queue full,1466338558,180
Disk service queue full,1466338738,2882
15 Minute Average PageIn/PageOut,1466341620,60
Percent CPU Utilization,1466341680,958
Disk service queue full,1466342638,2222
Disk service queue full,1466344860,0
Percent CPU Utilization,1466344860,0
Disk service queue full,1466344860,1
Percent CPU Utilization,1466344861,59
Percent CPU Utilization,1466344920,0
ccc_noded_xul2_std,1466344920,1
ccc_noded_xul2_std,1466344921,119
ccc_noded_xul2_std,1466345040,898
Disk service queue full,1466345938,2582
ccc_prcmis_xuxc_std,1466348520,0
ccc_prcmis_xuxc_std,1466348520,0
Disk service queue full,1466348520,1
Disk service queue full,1466348521,3539
Percent space used,1466352060,7740
Disk service queue full,1466359800,2820
Disk service queue full,1466362620,420
Percent cpu idle,1466363040,4798
Percent cpu idle,1466367838,3963
Percent CPU Utilization,1466371801,599
Disk service queue full,1466372400,2700
Percent cpu idle,1466375100,718
Disk service queue full,1466375818,2582
Disk service queue full,1466378400,60
15 Minute Average PageIn/PageOut,1466378460,658
Disk service queue full,1466379118,1742
Disk service queue full,1466380860,1978
Disk service queue full,1466382838,1382
Disk service queue full,1466384220,420
Percent cpu idle,1466384640,563
Disk service queue full,1466385203,1057
Disk service queue full,1466386260,2881
Disk service queue full,1466389141,600
Disk service queue full,1466389741,300
Percent cpu idle,1466390041,597
Disk service queue full,1466390638,1022
Percent CPU Utilization,1466391660,0
Disk service queue full,1466391660,60
Disk service queue full,1466391720,660
Used Memory Pct,1466392380,0
Percent CPU Utilization,1466392380,238
Disk service queue full,1466392618,4621
Service status,1466397239,841
Percent CPU Utilization,1466398080,780
Percent space used,1466398860,1378
Percent CPU Utilization,1466400238,5882
Percent CPU Utilization,1466406120,6118
Disk service queue full,1466412238,0
Disk service queue full,1466412238,4235
Percent CPU Utilization,1466416473,3
Service status,1466416476,21
Percent CPU Utilization,1466416497,184
Percent CPU Utilization,1466416681,58
Disk service queue full,1466416739,0
Disk service queue full,1466416739,182
15 Minute Average PageIn/PageOut,1466416921,1560
Disk service queue full,1466418481,1920
Disk service queue full,1466420401,120
15 Minute Average PageIn/PageOut,1466420521,0
Disk service queue full,1466420521,60
Disk service queue full,1466420581,0
Percent CPU Utilization,1466420581,57
Disk service queue full,1466420638,3243
Disk service queue full,1466423881,300
Disk service queue full,1466424181,180
Disk service queue full,1466424361,60
Disk service queue full,1466424421,838
Disk service queue full,1466425259,2762
15 Minute Average PageIn/PageOut,1466428021,0
Percent space used,1466428021,60
Disk service queue full,1466428081,3180
Disk service queue full,1466431261,0
Percent space used,1466431261,0
Percent CPU Utilization,1466431261,0
Percent CPU Utilization,1466431261,0
Percent CPU Utilization,1466431261,0
Disk service queue full,1466431261,60
Percent cpu idle,1466431321,0
Disk service queue full,1466431321,717
Percent cpu idle,1466432038,2943
Background Dump Space Percent free is too low,1466434981,0
Percent space used,1466434981,0
Percent CPU Utilization,1466434981,657
