INSTANCESITUATION,FIRSTOCCURRENCE_UTC,Interval
Percent disk active,1465713958,60
Disk service queue full,1465714858,60
Disk service queue full,1465714918,657
Disk service queue full,1465714978,123
Percent CPU Utilization,1465715635,445
Disk service queue full,1465715758,395
Service status,1465716203,540
Percent disk active,1465716598,297
Percent space used,1465717138,1023
Percent CPU Utilization,1465717435,0
Disk service queue full,1465718458,538
Disk service queue full,1465718458,1740
Disk service queue full,1465720198,299
Percent CPU Utilization,1465720736,603
Percent CPU Utilization,1465721035,540
Percent space used,1465721638,3600
Disk service queue full,1465722178,780
Used Memory Pct,1465725778,1260
Disk service queue full,1465726558,1018
Used Memory Pct,1465727818,482
Percent CPU Utilization,1465728836,60
Disk service queue full,1465729318,0
Percent cpu idle,1465729378,0
Disk service queue full,1465729378,0
Used Memory Pct,1465729378,180
Percent cpu idle,1465729378,477
Disk service queue full,1465729558,123
Percent CPU Utilization,1465730035,178
Percent disk active,1465730158,2342
Percent CPU Utilization,1465730336,240
Used Memory Pct,1465732678,60
Disk service queue full,1465732918,0
Percent cpu idle,1465732978,0
Disk service queue full,1465732978,60
Disk service queue full,1465732978,718
Disk service queue full,1465733038,1442
15 Minute Average PageIn/PageOut,1465733756,1620
Used Memory Pct,1465735198,0
Disk service queue full,1465736818,0
Disk service queue full,1465736818,60
Used Memory Pct,1465736878,480
Disk service queue full,1465736878,1678
Disk service queue full,1465737358,1022
Percent CPU Utilization,1465739036,0
Disk service queue full,1465740058,0
Disk service queue full,1465740058,0
Disk service queue full,1465740058,0
Disk service queue full,1465740058,60
Percent cpu idle,1465740118,0
Percent cpu idle,1465740118,0
Disk service queue full,1465740118,0
Disk service queue full,1465740118,840
Disk service queue full,1465740958,300
Disk service queue full,1465740958,2460
Used Memory Pct,1465741258,0
Used Memory Pct,1465743718,0
Disk service queue full,1465743718,58
Disk service queue full,1465743718,60
Disk service queue full,1465743778,1800
Percent CPU Utilization,1465743836,1200
Percent CPU Utilization,1465745636,482
Percent CPU Utilization,1465746836,118
Disk service queue full,1465747318,62
Percent CPU Utilization,1465747436,838
Disk service queue full,1465747498,267
15 Minute Average PageIn/PageOut,1465748336,455
Service status,1465748603,1378
Disk service queue full,1465749058,662
Percent CPU Utilization,1465750436,1560
Used Memory Pct,1465751098,1078
Disk service queue full,1465752658,2522
Percent CPU Utilization,1465753736,1560
Disk service queue full,1465756258,420
Disk service queue full,1465757818,598
Disk service queue full,1465758238,2222
Percent CPU Utilization,1465758836,2400
Used Memory Pct,1465761058,420
Disk service queue full,1465763458,2400
Percent space used,1465763878,624
Percent space used,1465766278,34
Percent CPU Utilization,1465766902,302
Percent CPU Utilization,1465766936,0
Disk service queue full,1465767238,266
Percent space used,1465767238,598
Percent CPU Utilization,1465767836,2196
Percent CPU Utilization,1465768102,718
Disk service queue full,1465770298,542
15 Minute Average PageIn/PageOut,1465771016,2100
Disk service queue full,1465771558,60
Disk service queue full,1465773658,598
Disk service queue full,1465773718,3
15 Minute Average PageIn/PageOut,1465774316,3117
Percent disk active,1465774319,1982
Percent CPU Utilization,1465777436,268
Disk service queue full,1465779418,150
Percent space used,1465779686,2
Percent CPU Utilization,1465779836,5398
Disk service queue full,1465779838,722
Percent CPU Utilization,1465785236,900
Disk service queue full,1465785958,61
Disk service queue full,1465786858,0
Disk service queue full,1465786919,0
Disk service queue full,1465786919,360
Disk service queue full,1465786919,419
Disk service queue full,1465787338,58
Disk service queue full,1465787698,1382
15 Minute Average PageIn/PageOut,1465787756,1020
Disk service queue full,1465789138,1381
Disk service queue full,1465790158,297
Used Memory Pct,1465791539,2222
Percent CPU Utilization,1465791836,60
Disk service queue full,1465794058,1925
Disk service queue full,1465794118,0
Percent space used,1465796043,34
Percent CPU Utilization,1465796043,259
Percent CPU Utilization,1465796302,422
Percent CPU Utilization,1465796336,478
Disk service queue full,1465796758,4082
Percent CPU Utilization,1465797236,60
Disk service queue full,1465801318,0
Disk service queue full,1465801378,780
Disk service queue full,1465801378,960
Disk service queue full,1465802158,1620
Percent disk active,1465803118,241
Percent disk active,1465804738,57
Used Memory Pct,1465804979,720
Percent CPU Utilization,1465805036,1022
15 Minute Average PageIn/PageOut,1465805756,658
Disk service queue full,1465806778,1142
Percent CPU Utilization,1465807436,5758
Disk service queue full,1465808578,1382
Percent CPU Utilization,1465814336,61
Disk service queue full,1465815718,59
Percent cpu idle,1465815779,1
Disk service queue full,1465815838,3240
Percent cpu idle,1465815839,179
Used Memory Pct,1465819079,60
Disk service queue full,1465819258,0
Disk service queue full,1465819318,61
Disk service queue full,1465819318,357
Percent cpu idle,1465819379,480
Percent CPU Utilization,1465819736,3002
15 Minute Average PageIn/PageOut,1465820216,60
Disk service queue full,1465823218,324
Disk service queue full,1465823278,156
Percent CPU Utilization,1465823602,781
Disk service queue full,1465823758,297
Percent space used,1465824539,1442
Percent CPU Utilization,1465824836,180
Percent disk active,1465826278,0
Disk service queue full,1465826458,0
Disk service queue full,1465826458,0
Disk service queue full,1465826458,60
Disk service queue full,1465826518,0
Disk service queue full,1465826518,0
Disk service queue full,1465826518,1
Percent cpu idle,1465826519,717
Percent cpu idle,1465826519,962
Percent CPU Utilization,1465827236,538
Percent disk active,1465828198,1382
Percent CPU Utilization,1465828736,1
Disk service queue full,1465830118,59
Used Memory Pct,1465830119,3540
Disk service queue full,1465830178,180
Disk service queue full,1465833718,838
Disk service queue full,1465833898,30
15 Minute Average PageIn/PageOut,1465834736,0
URL Issue,1465834766,0
URL Issue,1465834766,0
URL Issue,1465834766,1172
URL Issue,1465834766,3120
Percent disk active,1465835938,778
Disk service queue full,1465839058,1800
Percent CPU Utilization,1465839836,2223
Percent CPU Utilization,1465841636,359
Percent space used,1465843859,420
Disk service queue full,1465844218,1620
Disk service queue full,1465844638,1078
Disk service queue full,1465846258,903
Percent CPU Utilization,1465847336,863
Percent space used,1465848239,334
Percent CPU Utilization,1465849102,4022
Percent CPU Utilization,1465849436,180
Disk service queue full,1465853458,265
Disk service queue full,1465853638,2255
Service status,1465853903,540
Disk service queue full,1465856158,238
Disk service queue full,1465856698,480
Percent CPU Utilization,1465856936,120
15 Minute Average PageIn/PageOut,1465857416,422
Percent CPU Utilization,1465857536,2100
Disk service queue full,1465857958,60
Disk service queue full,1465860058,598
Disk service queue full,1465860118,2820
15 Minute Average PageIn/PageOut,1465860716,782
Percent CPU Utilization,1465863536,1011
Percent disk active,1465864318,1
ccc_erp_xul2_std,1465865329,3
ccc_erp_xul2_std,1465865330,0
ccc_erp_xul2_std,1465865333,8
ccc_erp_xul2_std,1465865333,237
ccc_erp_xul2_std,1465865341,30
Disk service queue full,1465865578,4
,1465865608,1
,1465865612,0
,1465865613,0
,1465865613,1
,1465865614,0
,1465865614,0
,1465865614,0
,1465865614,0
,1465865614,1
,1465865615,0
,1465865615,0
,1465865615,0
,1465865615,0
,1465865615,0
,1465865615,1
,1465865616,0
,1465865616,21
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,0
ccc_prcmis_xuxc_std,1465865637,1
ccc_prcmis_xuxc_std,1465865637,120
Disk service queue full,1465865638,60
Disk service queue full,1465865758,95
Disk service queue full,1465865818,0
,1465865913,0
,1465865913,1
,1465865914,1
,1465865914,1
,1465865915,0
,1465865916,0
,1465865916,0
,1465865916,0
,1465865916,1
,1465865917,20
,1465865917,277
ccc_prcmis_xuxc_std,1465865937,24
,1465866214,865
Disk service queue full,1465866238,311
Service status,1465867103,22
,1465867414,183
Percent CPU Utilization,1465867436,84
Percent space used,1465867619,216
Service status,1465867703,0
Percent cpu idle,1465867919,180
Percent cpu idle,1465867919,3359
Used Memory Pct,1465868099,1800
Disk service queue full,1465871458,540
Disk service queue full,1465873258,60
Disk service queue full,1465873798,180
Disk service queue full,1465873858,120
Disk service queue full,1465874038,60
Disk service queue full,1465874158,478
Disk service queue full,1465874218,1262
15 Minute Average PageIn/PageOut,1465874696,178
Disk service queue full,1465875958,2733
Percent CPU Utilization,1465876136,930
URL Issue,1465878869,780
Disk service queue full,1465879799,1858
Disk service queue full,1465880579,266
Service status,1465882437,1356
Service status,1465882703,3960
Disk service queue full,1465884059,117
Disk service queue full,1465888019,423
Percent CPU Utilization,1465888136,2700
Disk service queue full,1465888559,1740
Disk service queue full,1465891259,1137
Disk service queue full,1465892999,4200
Percent CPU Utilization,1465894136,3783
Percent CPU Utilization,1465898336,60
Disk service queue full,1465902119,0
Percent cpu idle,1465902179,0
Disk service queue full,1465902179,0
Percent cpu idle,1465902179,60
Disk service queue full,1465902179,720
Disk service queue full,1465902239,510
Percent space used,1465902959,2010
URL Issue,1465903469,240
Used Memory Pct,1465905479,0
Disk service queue full,1465905719,0
Disk service queue full,1465905719,60
Disk service queue full,1465905719,300
Percent cpu idle,1465905779,300
Percent space used,1465906079,57
Disk service queue full,1465906379,600
Percent CPU Utilization,1465906436,122
Percent CPU Utilization,1465907036,1678
15 Minute Average PageIn/PageOut,1465907158,0
Percent CPU Utilization,1465908836,60
Percent CPU Utilization,1465908836,783
Disk service queue full,1465909619,480
Disk service queue full,1465909679,2700
Disk service queue full,1465910159,0
Disk service queue full,1465912859,0
Disk service queue full,1465912859,0
Disk service queue full,1465912859,0
Disk service queue full,1465912859,60
Percent cpu idle,1465912919,0
Disk service queue full,1465912919,0
Disk service queue full,1465912919,117
Percent cpu idle,1465912919,723
Percent CPU Utilization,1465913036,2577
Disk service queue full,1465913759,183
Percent CPU Utilization,1465916336,0
Disk service queue full,1465916519,0
Disk service queue full,1465916519,1563
Used Memory Pct,1465916519,1617
Percent CPU Utilization,1465918136,420
Used Memory Pct,1465919699,840
Disk service queue full,1465920119,2820
Disk service queue full,1465920959,1286
Disk service queue full,1465923779,0
URL Issue,1465925065,94
URL Issue,1465925065,1706
Percent space used,1465925159,0
URL Issue,1465926865,571
URL Issue,1465926865,900
URL Issue,1465927765,723
Percent CPU Utilization,1465928336,1560
Disk service queue full,1465929059,420
Disk service queue full,1465930619,2397
Disk service queue full,1465931039,1800
Percent CPU Utilization,1465933436,1023
Percent CPU Utilization,1465935236,3777
Disk service queue full,1465936259,3
Percent CPU Utilization,1465940036,1797
Disk service queue full,1465940039,183
Percent CPU Utilization,1465941836,149
Percent disk active,1465942019,931
URL Issue,1465942168,360
Disk service queue full,1465943099,358
Disk service queue full,1465943459,2642
15 Minute Average PageIn/PageOut,1465943817,0
Disk service queue full,1465946459,419
Disk service queue full,1465946459,658
15 Minute Average PageIn/PageOut,1465947117,1167
Percent CPU Utilization,1465947536,216
Service status,1465948703,1917
Disk service queue full,1465948919,303
Percent CPU Utilization,1465950836,1080
Pkts Recv Errors per Sec,1465951139,420
Disk service queue full,1465952219,720
Disk service queue full,1465952639,143
Disk service queue full,1465953359,1501
Percent CPU Utilization,1465953502,1233
Service status,1465955003,2523
Percent CPU Utilization,1465956236,177
Disk service queue full,1465958759,723
Percent CPU Utilization,1465958936,0
Disk service queue full,1465959659,0
Disk service queue full,1465959659,0
Disk service queue full,1465959659,60
Disk service queue full,1465959719,838
Disk service queue full,1465959719,1262
15 Minute Average PageIn/PageOut,1465960557,83
Percent space used,1465961819,334
Percent CPU Utilization,1465961902,1023
Percent CPU Utilization,1465962236,143
Disk service queue full,1465963259,1834
Percent CPU Utilization,1465963402,423
Percent CPU Utilization,1465965236,300
Disk service queue full,1465965659,900
Disk service queue full,1465965959,4020
Disk service queue full,1465966859,661
Disk service queue full,1465970879,2819
Percent CPU Utilization,1465971540,4377
Disk service queue full,1465974359,1501
Percent CPU Utilization,1465978736,4682
Percent CPU Utilization,1465980237,718
Disk service queue full,1465984919,2702
Percent CPU Utilization,1465985637,180
Disk service queue full,1465988339,60
Disk service queue full,1465988519,0
Percent cpu idle,1465988579,0
Percent cpu idle,1465988579,1257
Disk service queue full,1465988579,1983
Percent CPU Utilization,1465989836,60
Percent space used,1465991819,180
Used Memory Pct,1465991879,60
Disk service queue full,1465992059,60
Disk service queue full,1465992119,0
Percent cpu idle,1465992179,778
Disk service queue full,1465992179,3062
15 Minute Average PageIn/PageOut,1465992957,60
Disk service queue full,1465996019,2458
Disk service queue full,1465996079,722
Percent CPU Utilization,1465998537,0
Disk service queue full,1465999259,0
Disk service queue full,1465999259,0
Disk service queue full,1465999259,0
Disk service queue full,1465999259,0
Disk service queue full,1465999259,60
Percent cpu idle,1465999319,0
Percent cpu idle,1465999319,0
Disk service queue full,1465999319,3600
Disk service queue full,1466002919,0
Disk service queue full,1466002919,118
Used Memory Pct,1466002919,2100
Percent CPU Utilization,1466003037,602
Percent CPU Utilization,1466005137,720
Percent space used,1466005739,3720
Disk service queue full,1466006459,1558
Disk service queue full,1466010179,4800
Percent CPU Utilization,1466011737,482
Percent CPU Utilization,1466016537,420
Disk service queue full,1466017019,3000
Disk service queue full,1466017439,420
Percent space used,1466020439,778
Percent space used,1466020859,1800
Percent CPU Utilization,1466021637,2100
Percent CPU Utilization,1466023437,842
Percent CPU Utilization,1466025537,958
Disk service queue full,1466026379,2100
Percent CPU Utilization,1466027337,62
Percent CPU Utilization,1466029437,718
Disk service queue full,1466029499,2642
15 Minute Average PageIn/PageOut,1466030217,0
Disk service queue full,1466032859,215
Disk service queue full,1466032859,443
Percent CPU Utilization,1466033302,1020
15 Minute Average PageIn/PageOut,1466033517,722
Percent CPU Utilization,1466034537,3360
Disk service queue full,1466035259,420
Disk service queue full,1466038619,1798
Disk service queue full,1466039039,5222
Percent CPU Utilization,1466040837,0
Disk service queue full,1466046059,60
Disk service queue full,1466046059,121
Disk service queue full,1466046119,297
Percent space used,1466046240,64
Percent CPU Utilization,1466046537,0
Disk service queue full,1466046601,416
Disk service queue full,1466046601,3120
15 Minute Average PageIn/PageOut,1466047017,1800
Percent CPU Utilization,1466050137,482
Percent CPU Utilization,1466051937,900
Disk service queue full,1466052419,1561
Disk service queue full,1466053319,1857
Percent space used,1466054880,3300
Percent CPU Utilization,1466056737,542
Percent CPU Utilization,1466060037,1261
Disk service queue full,1466060579,3540
Percent space used,1466061840,1257
Percent space used,1466065380,300
Percent CPU Utilization,1466066637,4382
Percent CPU Utilization,1466066937,118
Disk service queue full,1466071319,2942
Percent CPU Utilization,1466071437,540
Disk service queue full,1466074379,60
Disk service queue full,1466074919,1
Disk service queue full,1466074979,0
Percent cpu idle,1466074980,3
Percent cpu idle,1466074980,3357
Percent CPU Utilization,1466078337,119
Used Memory Pct,1466078340,60
Disk service queue full,1466078459,60
Disk service queue full,1466078519,1
Disk service queue full,1466078579,717
Percent cpu idle,1466078580,60
15 Minute Average PageIn/PageOut,1466079297,3062
15 Minute Average PageIn/PageOut,1466079357,60
Disk service queue full,1466082419,0
Disk service queue full,1466082479,722
Disk service queue full,1466082479,2458
Percent CPU Utilization,1466084937,0
Disk service queue full,1466085659,0
Disk service queue full,1466085659,0
Disk service queue full,1466085659,1
Disk service queue full,1466085659,60
Disk service queue full,1466085719,0
Percent cpu idle,1466085720,239
Percent cpu idle,1466085720,778
Disk service queue full,1466085959,866
Percent CPU Utilization,1466086737,1716
Service status,1466087603,0
Disk service queue full,1466089319,1
Disk service queue full,1466089319,417
Used Memory Pct,1466089320,1800
Percent CPU Utilization,1466089737,1322
Percent CPU Utilization,1466091537,478
Disk service queue full,1466092859,4800
Percent CPU Utilization,1466093337,4862
Percent CPU Utilization,1466098137,420
Percent disk active,1466102999,420
Disk service queue full,1466103419,1198
Disk service queue full,1466103839,4165
Percent CPU Utilization,1466105037,38
Percent CPU Utilization,1466109202,1462
Percent space used,1466109240,635
Percent CPU Utilization,1466110702,1442
Percent CPU Utilization,1466111337,358
Disk service queue full,1466112779,2762
Percent CPU Utilization,1466113137,718
Disk service queue full,1466115899,386
15 Minute Average PageIn/PageOut,1466116617,1234
Service status,1466117003,1022
Percent CPU Utilization,1466118237,0
Disk service queue full,1466119259,658
Disk service queue full,1466119259,2220
15 Minute Average PageIn/PageOut,1466119917,1466
Percent CPU Utilization,1466122137,1416
Service status,1466123603,420
Disk service queue full,1466125019,1498
Disk service queue full,1466125439,3900
Percent CPU Utilization,1466126937,1622
Percent CPU Utilization,1466130837,0
Disk service queue full,1466132459,60
Disk service queue full,1466132459,421
Disk service queue full,1466132519,0
Disk service queue full,1466132940,477
Disk service queue full,1466132940,3120
15 Minute Average PageIn/PageOut,1466133417,2103
Percent CPU Utilization,1466136537,0
Disk service queue full,1466138640,420
Percent space used,1466138640,600
Percent space used,1466139240,1077
Disk service queue full,1466139660,2283
Percent CPU Utilization,1466140737,1017
Disk service queue full,1466143020,2942
Percent CPU Utilization,1466144037,6358
Disk service queue full,1466146979,3265
Percent CPU Utilization,1466153337,1117
Percent CPU Utilization,1466156602,718
Disk service queue full,1466157719,783
Percent CPU Utilization,1466158437,2100
Disk service queue full,1466159220,60
Disk service queue full,1466161320,0
Percent cpu idle,1466161380,0
Percent cpu idle,1466161380,357
Disk service queue full,1466161380,2943
Percent CPU Utilization,1466161737,0
Disk service queue full,1466164680,60
Used Memory Pct,1466164680,180
Disk service queue full,1466164860,60
Disk service queue full,1466164920,0
Percent cpu idle,1466164980,778
Disk service queue full,1466164980,1979
15 Minute Average PageIn/PageOut,1466165758,1083
Percent CPU Utilization,1466167737,0
Disk service queue full,1466168820,0
Disk service queue full,1466168820,60
Disk service queue full,1466168880,22
Disk service queue full,1466168880,338
Percent CPU Utilization,1466168902,2820
Percent space used,1466169240,0
Disk service queue full,1466172060,0
Disk service queue full,1466172060,0
Disk service queue full,1466172060,0
Disk service queue full,1466172060,2
Disk service queue full,1466172060,58
Percent space used,1466172118,0
Percent cpu idle,1466172120,0
Disk service queue full,1466172120,0
Disk service queue full,1466172120,0
Percent cpu idle,1466172120,0
Disk service queue full,1466172120,0
Disk service queue full,1466172120,60
Disk service queue full,1466172180,118
Disk service queue full,1466172180,660
Percent space used,1466172298,0
15 Minute Average PageIn/PageOut,1466172958,0
15 Minute Average PageIn/PageOut,1466172958,0
15 Minute Average PageIn/PageOut,1466172958,0
15 Minute Average PageIn/PageOut,1466172958,0
15 Minute Average PageIn/PageOut,1466172958,0
15 Minute Average PageIn/PageOut,1466172958,0
15 Minute Average PageIn/PageOut,1466172958,0
15 Minute Average PageIn/PageOut,1466172958,60
15 Minute Average PageIn/PageOut,1466173018,0
15 Minute Average PageIn/PageOut,1466173018,0
15 Minute Average PageIn/PageOut,1466173018,0
15 Minute Average PageIn/PageOut,1466173018,0
15 Minute Average PageIn/PageOut,1466173018,0
15 Minute Average PageIn/PageOut,1466173018,0
15 Minute Average PageIn/PageOut,1466173018,60
15 Minute Average PageIn/PageOut,1466173018,959
15 Minute Average PageIn/PageOut,1466173078,1683
Percent CPU Utilization,1466174037,0
Used Memory Pct,1466175720,0
Disk service queue full,1466175720,3540
Disk service queue full,1466175720,7677
Disk service queue full,1466179260,2883
Percent CPU Utilization,1466186937,417
Disk service queue full,1466189820,3
Percent CPU Utilization,1466190237,2997
Disk service queue full,1466190240,5943
Percent CPU Utilization,1466193237,3120
Disk service queue full,1466199180,718
Disk service queue full,1466202300,2642
15 Minute Average PageIn/PageOut,1466203018,0
Disk service queue full,1466205660,181
Disk service queue full,1466205660,477
Percent CPU Utilization,1466206137,1742
15 Minute Average PageIn/PageOut,1466206318,2277
Disk service queue full,1466208060,1083
Percent CPU Utilization,1466210337,420
Disk service queue full,1466211420,7020
Disk service queue full,1466211840,0
Disk service queue full,1466218860,60
Disk service queue full,1466218860,720
Disk service queue full,1466218920,178
Disk service queue full,1466219640,4584
15 Minute Average PageIn/PageOut,1466219818,878
Percent CPU Utilization,1466224402,780
Disk service queue full,1466225280,1055
Disk service queue full,1466226060,25
Percent space used,1466227115,540
Percent space used,1466227140,5640
Percent space used,1466227680,417
Disk service queue full,1466233320,9578
Percent CPU Utilization,1466233737,2422
Percent space used,1466243315,723
Percent CPU Utilization,1466245737,1260
Disk service queue full,1466246460,60
Disk service queue full,1466247720,0
Percent cpu idle,1466247780,0
Percent cpu idle,1466247780,455
Disk service queue full,1466247780,2785
URL Issue,1466250565,240
Percent cpu idle,1466251020,60
Disk service queue full,1466251260,0
Disk service queue full,1466251320,60
Disk service queue full,1466251320,82
Percent cpu idle,1466251380,0
URL Issue,1466251462,38
URL Issue,1466251462,658
Disk service queue full,1466251500,3062
15 Minute Average PageIn/PageOut,1466252158,60
Disk service queue full,1466255220,0
Disk service queue full,1466255280,0
Disk service queue full,1466255280,3180
Disk service queue full,1466258460,0
Disk service queue full,1466258460,0
Disk service queue full,1466258460,0
Disk service queue full,1466258460,60
Disk service queue full,1466258520,0
Percent cpu idle,1466258520,0
Percent cpu idle,1466258520,118
Disk service queue full,1466258520,780
Percent CPU Utilization,1466258638,2702
15 Minute Average PageIn/PageOut,1466259418,0
Disk service queue full,1466262120,0
Disk service queue full,1466262120,3540
Used Memory Pct,1466262120,5843
Disk service queue full,1466265660,600
Service status,1466271503,300
Service status,1466272103,1800
Service status,1466272403,300
Service status,1466274203,900
Service status,1466274503,817
Service status,1466275403,83
Disk service queue full,1466276220,337
Service status,1466276303,8940
Disk service queue full,1466276640,3120
Disk service queue full,1466285580,718
Disk service queue full,1466288700,420
15 Minute Average PageIn/PageOut,1466289418,2222
Percent CPU Utilization,1466289838,0
Disk service queue full,1466292060,658
Disk service queue full,1466292060,5102
15 Minute Average PageIn/PageOut,1466292718,471
Disk service queue full,1466297820,1
HA Limbo State,1466298291,0
HA Limbo State,1466298292,0
ccc_cpuutil_3nt79FC3DF96EB0411A,1466298292,0
Service status,1466298292,0
Percent CPU Utilization,1466298292,0
Percent space used,1466298292,0
Percent CPU Utilization,1466298292,0
ccc_cpuutil_3nt79FC3DF96EB0411A,1466298292,0
Disk service queue full,1466298292,0
Disk service queue full,1466298292,1
Disk service queue full,1466298293,0
Disk service queue full,1466298293,0
Disk service queue full,1466298293,0
15 Minute Average PageIn/PageOut,1466298293,0
Percent CPU Utilization,1466298293,0
Disk service queue full,1466298293,0
Disk service queue full,1466298293,0
Disk service queue full,1466298293,0
Percent CPU Utilization,1466298293,1
Percent CPU Utilization,1466298294,0
Percent CPU Utilization,1466298294,0
Disk service queue full,1466298294,0
Disk service queue full,1466298294,0
Disk service queue full,1466298294,0
Disk service queue full,1466298294,0
Percent cpu idle,1466298294,0
Percent CPU Utilization,1466298294,0
Percent cpu idle,1466298294,1
Percent CPU Utilization,1466298295,0
Disk service queue full,1466298295,0
Disk service queue full,1466298295,0
Disk service queue full,1466298295,0
Percent cpu idle,1466298295,0
Percent CPU Utilization,1466298295,0
15 Minute Average PageIn/PageOut,1466298295,0
Disk service queue full,1466298295,0
Percent CPU Utilization,1466298295,1
Disk service queue full,1466298296,0
Percent CPU Utilization,1466298296,0
Disk service queue full,1466298296,0
Disk service queue full,1466298296,0
Percent cpu idle,1466298296,48
Disk service queue full,1466298296,254
Disk service queue full,1466298550,841
Disk service queue full,1466298598,0
Disk service queue full,1466299439,723
Percent cpu idle,1466299439,1199
Percent CPU Utilization,1466300638,177
Disk service queue full,1466301361,901
Disk service queue full,1466301538,2821
Disk service queue full,1466302439,60
Used Memory Pct,1466305260,0
Disk service queue full,1466305320,60
Disk service queue full,1466305320,240
Disk service queue full,1466305560,598
Disk service queue full,1466305620,4620
Percent CPU Utilization,1466306218,602
Percent space used,1466310838,1020
Disk service queue full,1466311440,4378
Disk service queue full,1466312460,2882
15 Minute Average PageIn/PageOut,1466316838,5818
Disk service queue full,1466319720,300
Disk service queue full,1466325538,4682
15 Minute Average PageIn/PageOut,1466325838,1500
Disk service queue full,1466330520,2100
Percent CPU Utilization,1466332020,0
Disk service queue full,1466334120,0
Disk service queue full,1466334120,61
Disk service queue full,1466334181,600
Service status,1466334181,1257
Percent space used,1466335438,1622
Percent space used,1466336038,60
Percent space used,1466337660,0
Percent CPU Utilization,1466337720,61
Disk service queue full,1466337720,357
Disk service queue full,1466337781,420
Disk service queue full,1466338138,180
Disk service queue full,1466338558,2882
Disk service queue full,1466338738,60
15 Minute Average PageIn/PageOut,1466341620,958
Percent CPU Utilization,1466341680,2222
Disk service queue full,1466342638,0
Disk service queue full,1466344860,0
Percent CPU Utilization,1466344860,1
Disk service queue full,1466344860,59
Percent CPU Utilization,1466344861,0
Percent CPU Utilization,1466344920,1
ccc_noded_xul2_std,1466344920,119
ccc_noded_xul2_std,1466344921,898
ccc_noded_xul2_std,1466345040,2582
Disk service queue full,1466345938,0
ccc_prcmis_xuxc_std,1466348520,0
ccc_prcmis_xuxc_std,1466348520,1
Disk service queue full,1466348520,3539
Disk service queue full,1466348521,7740
Percent space used,1466352060,2820
Disk service queue full,1466359800,420
Disk service queue full,1466362620,4798
Percent cpu idle,1466363040,3963
Percent cpu idle,1466367838,599
Percent CPU Utilization,1466371801,2700
Disk service queue full,1466372400,718
Percent cpu idle,1466375100,2582
Disk service queue full,1466375818,60
Disk service queue full,1466378400,658
15 Minute Average PageIn/PageOut,1466378460,1742
Disk service queue full,1466379118,1978
Disk service queue full,1466380860,1382
Disk service queue full,1466382838,420
Disk service queue full,1466384220,563
Percent cpu idle,1466384640,1057
Disk service queue full,1466385203,2881
Disk service queue full,1466386260,600
Disk service queue full,1466389141,300
Disk service queue full,1466389741,597
Percent cpu idle,1466390041,1022
Disk service queue full,1466390638,0
Percent CPU Utilization,1466391660,60
Disk service queue full,1466391660,660
Disk service queue full,1466391720,0
Used Memory Pct,1466392380,238
Percent CPU Utilization,1466392380,4621
Disk service queue full,1466392618,841
Service status,1466397239,780
Percent CPU Utilization,1466398080,1378
Percent space used,1466398860,5882
Percent CPU Utilization,1466400238,6118
Percent CPU Utilization,1466406120,0
Disk service queue full,1466412238,3
Disk service queue full,1466412238,4235
Percent CPU Utilization,1466416473,21
Service status,1466416476,184
Percent CPU Utilization,1466416497,58
Percent CPU Utilization,1466416681,0
Disk service queue full,1466416739,182
Disk service queue full,1466416739,1560
15 Minute Average PageIn/PageOut,1466416921,1920
Disk service queue full,1466418481,120
Disk service queue full,1466420401,0
Disk service queue full,1466420521,0
15 Minute Average PageIn/PageOut,1466420521,60
Disk service queue full,1466420581,57
Percent CPU Utilization,1466420581,3243
Disk service queue full,1466420638,300
Disk service queue full,1466423881,180
Disk service queue full,1466424181,60
Disk service queue full,1466424361,838
Disk service queue full,1466424421,2762
Disk service queue full,1466425259,0
15 Minute Average PageIn/PageOut,1466428021,60
Percent space used,1466428021,3180
Disk service queue full,1466428081,0
Disk service queue full,1466431261,0
Percent space used,1466431261,0
Percent CPU Utilization,1466431261,0
Percent CPU Utilization,1466431261,0
Disk service queue full,1466431261,0
Percent CPU Utilization,1466431261,60
Percent cpu idle,1466431321,717
Disk service queue full,1466431321,2943
Percent cpu idle,1466432038,0
Background Dump Space Percent free is too low,1466434981,0
Percent space used,1466434981,657
Percent CPU Utilization,1466434981,2883
